year,state,agdistrict,county,region,commodity,dataitem,domaincategory,domain,acres,value,cv
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,5,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,42,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,OLIVES,OLIVES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,5,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,OPERATORS,"OPERATORS, (ALL) - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,"1,911",
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,OPERATORS,"OPERATORS, (ALL), FEMALE - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,436,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,OPERATORS,"OPERATORS, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"105,917",
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,,"4,489",
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,,"19,146",
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",TENANT,TENURE,,"8,305",
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"31,940",
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORANGES,"ORANGES, MID & NAVEL - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,4,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORANGES,"ORANGES, VALENCIA - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,2,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 4.9 ACRES),AREA BEARING & NON-BEARING,,90,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,"AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)",AREA BEARING & NON-BEARING,,6,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),AREA BEARING & NON-BEARING,,59,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 99.9 ACRES),AREA BEARING & NON-BEARING,,123,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),AREA BEARING & NON-BEARING,,20,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 24.9 ACRES),AREA BEARING & NON-BEARING,,144,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),AREA BEARING & NON-BEARING,,13,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 TO 749 ACRES),AREA BEARING & NON-BEARING,,5,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (750 TO 999 ACRES),AREA BEARING & NON-BEARING,,2,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,449,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORCHARDS,"ORCHARDS, IRRIGATED - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,423,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,PEACHES,PEACHES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,83,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,PEARS,PEARS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,3,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,PECANS,PECANS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,6,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,PERSIMMONS,PERSIMMONS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,9,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,PISTACHIOS,PISTACHIOS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,37,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,PLUMS & PRUNES,PLUMS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,62,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,PLUMS & PRUNES,PLUMS & PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,64,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,10,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,PLUMS & PRUNES,PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,6,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,TANGERINES,TANGERINES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,
2002,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,WALNUTS,"WALNUTS, ENGLISH - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,240,
2012,CALIFORNIA,SAN JOAQUIN VALLEY,KINGS,6031,ORANGES,ORANGES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,4,5.9
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,9,4
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,APPLES,APPLES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,23,12.9
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,CHERRIES,"CHERRIES, SWEET - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,4,12.7
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,FIGS,FIGS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,4,34.4
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL",GRAPES - OPERATIONS WITH AREA BEARING & NON-BEARING,"OPERATORS, PRINCIPAL: (GENDER = FEMALE)","OPERATORS, PRINCIPAL",,26,(L)
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,GRAPES,GRAPES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,184,4.8
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,58.5
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,30.1
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,OLIVES,OLIVES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,30,9.4
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,OPERATORS,"OPERATORS, (ALL) - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,"1,270",9.7
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,OPERATORS,"OPERATORS, (ALL), FEMALE - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,457,11.8
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,OPERATORS,"OPERATORS, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"85,810",7.2
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,, (D),(D)
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,,704,11.1
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",TENANT,TENURE,, (D),(D)
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"59,913",(L)
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - AREA OPERATED, MEASURED IN ACRES / OPERATION",NOT SPECIFIED,TOTAL,,348,(L)
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE, YEARS ON PRESENT OPERATION, 3 TO 4 YEARS - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,17,(L)
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE, YEARS ON PRESENT OPERATION, 5 TO 9 YEARS - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,38,(L)
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE, YEARS ON PRESENT OPERATION, GE 10 YEARS - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,111,(L)
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE, YEARS ON PRESENT OPERATION, LT 3 YEARS - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,6,(L)
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 4.9 ACRES),AREA BEARING & NON-BEARING,,179,10.7
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,"AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)",AREA BEARING & NON-BEARING,,1,7.9
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),AREA BEARING & NON-BEARING,,19,6.2
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 99.9 ACRES),AREA BEARING & NON-BEARING,,87,4.5
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),AREA BEARING & NON-BEARING,,9,9
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 24.9 ACRES),AREA BEARING & NON-BEARING,,236,6.1
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),AREA BEARING & NON-BEARING,,3,6.2
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 TO 749 ACRES),AREA BEARING & NON-BEARING,,1,10.5
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (750 TO 999 ACRES),AREA BEARING & NON-BEARING,,1,14.5
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,533,5.9
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,"ORCHARDS, IRRIGATED - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,319,5.7
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,PEACHES,PEACHES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,17,9.4
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,PEACHES,"PEACHES, CLINGSTONE - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,4,14.4
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,PEACHES,"PEACHES, FREESTONE - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,15,12.6
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL",PEARS - OPERATIONS WITH AREA BEARING & NON-BEARING,"OPERATORS, PRINCIPAL: (GENDER = FEMALE)","OPERATORS, PRINCIPAL",,8,(L)
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,PEARS,PEARS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,36,20.3
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,PEARS,"PEARS, (EXCL BARTLETT) - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,14,26.7
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","PEARS, BARTLETT - OPERATIONS WITH AREA BEARING & NON-BEARING","OPERATORS, PRINCIPAL: (GENDER = FEMALE)","OPERATORS, PRINCIPAL",,3,(L)
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,PEARS,"PEARS, BARTLETT - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,27,22.2
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,PERSIMMONS,PERSIMMONS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,13.2
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,PLUMS & PRUNES,PLUMS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,8.4
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,PLUMS & PRUNES,PLUMS & PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,3,8.6
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,PLUMS & PRUNES,PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,11.4
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,TANGERINES,TANGERINES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,3,7.5
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","WALNUTS, ENGLISH - OPERATIONS WITH AREA BEARING & NON-BEARING","OPERATORS, PRINCIPAL: (GENDER = FEMALE)","OPERATORS, PRINCIPAL",,53,(L)
2012,CALIFORNIA,CENTRAL COAST,LAKE,6033,WALNUTS,"WALNUTS, ENGLISH - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,337,6.1
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,5,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,APPLES,APPLES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,10,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,APRICOTS,APRICOTS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,FIGS,FIGS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,GRAPES,GRAPES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,164,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,3,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,OLIVES,OLIVES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,28,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,OPERATORS,"OPERATORS, (ALL) - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,"1,356",
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,OPERATORS,"OPERATORS, (ALL), FEMALE - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,508,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,OPERATORS,"OPERATORS, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"39,284",
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,,"11,085",
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,, (D),
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",TENANT,TENURE,, (D),
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"13,067",
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 4.9 ACRES),AREA BEARING & NON-BEARING,,189,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),AREA BEARING & NON-BEARING,,16,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 99.9 ACRES),AREA BEARING & NON-BEARING,,96,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),AREA BEARING & NON-BEARING,,7,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 24.9 ACRES),AREA BEARING & NON-BEARING,,236,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),AREA BEARING & NON-BEARING,,5,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 TO 749 ACRES),AREA BEARING & NON-BEARING,,4,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (750 TO 999 ACRES),AREA BEARING & NON-BEARING,,1,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,549,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,ORCHARDS,"ORCHARDS, IRRIGATED - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,267,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,PEACHES,PEACHES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,11,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,PEACHES,"PEACHES, CLINGSTONE - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,1,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,PEACHES,"PEACHES, FREESTONE - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,10,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,PEARS,PEARS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,35,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,PEARS,"PEARS, (EXCL BARTLETT) - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,9,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,PEARS,"PEARS, BARTLETT - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,32,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,PECANS,PECANS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,PECANS,"PECANS, IMPROVED - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,2,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,PERSIMMONS,PERSIMMONS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,PLUMS & PRUNES,PLUMS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,PLUMS & PRUNES,PLUMS & PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2007,CALIFORNIA,CENTRAL COAST,LAKE,6033,WALNUTS,"WALNUTS, ENGLISH - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,389,
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,5,
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,APPLES,APPLES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,14,
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,APRICOTS,APRICOTS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,CHERRIES,"CHERRIES, SWEET - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,3,
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,FIGS,FIGS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,GRAPES,GRAPES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,197,
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,HAZELNUTS,HAZELNUTS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,NECTARINES,NECTARINES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,OLIVES,OLIVES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,4,
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,OPERATORS,"OPERATORS, (ALL) - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,"1,332",
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,OPERATORS,"OPERATORS, (ALL), FEMALE - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,417,
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,OPERATORS,"OPERATORS, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"69,234",
2002,CALIFORNIA,CENTRAL COAST,LAKE,6033,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,, (D),
